name,state,stream,fees,student_rating,placement_rate,industry_tieups,location
Shiv Nadar University,Rajasthan,Hotel-management,417139,4.5,79,No,Rural
Shiv Nadar University,Madhya Pradesh,Engineering,363569,4.6,61,No,Urban
Indian Institute of Technology Bombay,Rajasthan,Engineering,496782,3.5,70,Yes,Urban
Amity University,Andhra Pradesh,Pharmacy,444924,4.9,81,Yes,Urban
Vellore Institute of Technology,West Bengal,Management,397702,2.6,47,No,Urban
Shiv Nadar University,Delhi,Management,262092,2.6,66,Yes,Urban
Indian Institute of Management Ahmedabad,Madhya Pradesh,Science,145746,3.1,90,No,Urban
Indian Institute of Technology Bombay,Bihar,Management,396275,4.8,71,No,Semi-Urban
Vellore Institute of Technology,Haryana,Commerce,335947,3.7,83,No,Urban
Jamia Millia Islamia,Madhya Pradesh,Arts,73936,3.0,94,No,Semi-Urban
Manipal Institute of Technology,Karnataka,Hotel-management,151787,4.4,73,Yes,Urban
Shiv Nadar University,Rajasthan,Science,279961,3.7,60,Yes,Rural
Indian Institute of Management Ahmedabad,Haryana,Hotel-management,82427,3.7,58,No,Urban
Birla Institute of Technology and Science,Andhra Pradesh,Engineering,347780,4.0,48,Yes,Urban
Vellore Institute of Technology,Karnataka,Pharmacy,135012,2.9,83,Yes,Semi-Urban
Vellore Institute of Technology,Gujarat,Pharmacy,175663,3.4,95,No,Rural
Indian Institute of Management Ahmedabad,Odisha,Medical,373906,3.4,87,Yes,Urban
Christ University,Andhra Pradesh,Medical,261036,3.9,43,No,Rural
Shiv Nadar University,Assam,Medical,300006,2.5,42,Yes,Rural
Anna University,Gujarat,Pharmacy,318001,3.9,50,No,Rural
Indian Institute of Management Ahmedabad,Karnataka,Science,318829,3.9,81,Yes,Semi-Urban
Delhi Technological University,Punjab,Management,449445,4.8,89,Yes,Urban
Amity University,Karnataka,Engineering,269432,4.5,68,Yes,Semi-Urban
Shiv Nadar University,Delhi,Science,318304,3.4,44,No,Semi-Urban
National Institute of Technology Trichy,Karnataka,Management,275949,4.9,50,No,Semi-Urban
Symbiosis Institute of Business Management,Gujarat,Medical,472394,2.8,63,No,Semi-Urban
Indian Institute of Technology Bombay,Gujarat,Medical,487974,2.9,80,Yes,Semi-Urban
Indian Institute of Science,Karnataka,Science,180154,2.7,60,No,Urban
Indian Institute of Technology Bombay,Tamil Nadu,Pharmacy,167478,4.4,44,No,Urban
Jadavpur University,Delhi,Arts,298740,3.2,77,Yes,Rural
Amity University,Delhi,Commerce,131920,3.8,97,Yes,Urban
Symbiosis Institute of Business Management,Gujarat,Medical,467337,4.7,90,No,Rural
University of Delhi,Rajasthan,Engineering,434461,4.2,44,No,Urban
Symbiosis Institute of Business Management,Bihar,Medical,490305,3.7,41,Yes,Rural
Christ University,Andhra Pradesh,Hotel-management,181860,4.3,74,No,Rural
Vellore Institute of Technology,West Bengal,Engineering,82037,3.4,52,No,Urban
Christ University,Assam,Medical,133205,2.6,46,Yes,Semi-Urban
Indian Institute of Science,Madhya Pradesh,Science,184091,2.5,59,Yes,Rural
Birla Institute of Technology and Science,Rajasthan,Arts,276576,3.7,56,No,Rural
University of Delhi,Maharashtra,Pharmacy,469473,2.9,71,Yes,Semi-Urban
Anna University,Haryana,Engineering,224150,2.8,45,No,Rural
Jamia Millia Islamia,Madhya Pradesh,Arts,186827,2.7,48,Yes,Rural
University of Delhi,Gujarat,Pharmacy,350322,4.9,98,Yes,Semi-Urban
Vellore Institute of Technology,Tamil Nadu,Arts,357963,4.5,54,No,Rural
Birla Institute of Technology and Science,Punjab,Management,265861,3.1,93,No,Semi-Urban
Indian Institute of Science,Odisha,Pharmacy,373538,4.2,69,Yes,Semi-Urban
Banaras Hindu University,Assam,Science,298644,2.6,51,Yes,Urban
Jamia Millia Islamia,Haryana,Medical,59687,2.8,53,Yes,Urban
Christ University,Gujarat,Pharmacy,288543,2.9,70,No,Rural
Banaras Hindu University,West Bengal,Science,411363,4.1,70,Yes,Urban
Symbiosis Institute of Business Management,Tamil Nadu,Arts,78671,3.4,86,Yes,Rural
Anna University,Assam,Medical,458374,3.2,63,Yes,Rural
University of Delhi,Haryana,Science,215926,2.8,61,Yes,Semi-Urban
Indian Institute of Technology Bombay,Assam,Management,470471,2.7,81,Yes,Urban
Shiv Nadar University,Punjab,Medical,253882,2.6,83,Yes,Urban
Delhi Technological University,Gujarat,Medical,411196,3.3,82,Yes,Rural
Ashoka University,Bihar,Management,118003,4.2,61,Yes,Rural
Christ University,Uttar Pradesh,Science,192451,4.8,85,No,Urban
SRM Institute of Science and Technology,Madhya Pradesh,Management,429115,4.8,95,No,Rural
Narsee Monjee Institute of Management Studies,Odisha,Engineering,439403,4.0,54,No,Rural
University of Delhi,Karnataka,Pharmacy,346718,3.7,83,Yes,Urban
Anna University,Madhya Pradesh,Science,198772,3.9,49,Yes,Urban
Indian Institute of Science,Punjab,Management,201425,3.2,55,No,Urban
University of Delhi,Odisha,Management,245495,2.8,79,Yes,Urban
Shiv Nadar University,Gujarat,Pharmacy,361157,2.7,56,No,Rural
Manipal Institute of Technology,Maharashtra,Hotel-management,344394,4.6,51,Yes,Rural
Banaras Hindu University,Karnataka,Engineering,497634,4.2,40,Yes,Urban
Indian Institute of Technology Bombay,Haryana,Arts,68666,3.1,51,No,Urban
Manipal Institute of Technology,West Bengal,Arts,467492,4.1,55,Yes,Semi-Urban
Indian Institute of Science,Odisha,Hotel-management,156288,4.8,92,Yes,Urban
Delhi Technological University,West Bengal,Hotel-management,391453,5.0,50,No,Semi-Urban
National Institute of Technology Trichy,Punjab,Pharmacy,70629,2.9,90,No,Semi-Urban
Amity University,West Bengal,Medical,204366,2.6,56,No,Urban
Indian Institute of Science,Madhya Pradesh,Arts,412008,4.2,78,Yes,Semi-Urban
University of Delhi,Odisha,Hotel-management,256473,4.5,65,Yes,Semi-Urban
Delhi Technological University,Haryana,Commerce,130804,4.1,93,No,Rural
Indian Institute of Management Ahmedabad,Maharashtra,Science,329218,3.7,64,Yes,Urban
Narsee Monjee Institute of Management Studies,Uttar Pradesh,Hotel-management,101711,2.9,83,No,Urban
Indian Institute of Science,West Bengal,Pharmacy,219764,3.8,82,No,Semi-Urban
Manipal Institute of Technology,Maharashtra,Hotel-management,447083,4.6,59,No,Semi-Urban
Birla Institute of Technology and Science,Haryana,Commerce,159692,3.7,68,Yes,Urban
Ashoka University,Rajasthan,Management,181597,4.8,77,Yes,Urban
Indian Institute of Technology Bombay,Haryana,Arts,178839,4.4,46,Yes,Urban
Narsee Monjee Institute of Management Studies,Punjab,Science,113048,4.9,86,No,Rural
Jamia Millia Islamia,Haryana,Science,290693,2.9,93,Yes,Rural
Indian Institute of Management Ahmedabad,Andhra Pradesh,Pharmacy,251904,4.9,75,Yes,Urban
Jadavpur University,Bihar,Science,123378,4.8,48,No,Semi-Urban
Jadavpur University,Maharashtra,Commerce,179411,4.7,88,No,Semi-Urban
Indian Institute of Management Ahmedabad,Bihar,Arts,264524,3.5,68,Yes,Urban
Symbiosis Institute of Business Management,Punjab,Hotel-management,166938,2.8,77,No,Urban
Shiv Nadar University,Delhi,Arts,349535,4.6,95,No,Urban
Symbiosis Institute of Business Management,Bihar,Commerce,68641,2.9,77,No,Semi-Urban
Jamia Millia Islamia,West Bengal,Arts,203950,3.6,74,No,Semi-Urban
Manipal Institute of Technology,Rajasthan,Engineering,428779,3.3,43,No,Semi-Urban
Ashoka University,Bihar,Arts,165627,4.2,64,No,Semi-Urban
Jadavpur University,Odisha,Engineering,384500,4.7,71,Yes,Rural
SRM Institute of Science and Technology,West Bengal,Hotel-management,281576,3.6,83,Yes,Rural
Narsee Monjee Institute of Management Studies,Haryana,Pharmacy,300607,3.4,63,Yes,Semi-Urban
Jamia Millia Islamia,Uttar Pradesh,Medical,467607,4.7,50,No,Rural
Indian Institute of Management Ahmedabad,Karnataka,Pharmacy,167107,2.9,77,Yes,Semi-Urban
Jadavpur University,West Bengal,Management,421652,3.1,87,No,Semi-Urban
Christ University,Bihar,Arts,184835,3.7,60,Yes,Urban
Shiv Nadar University,Haryana,Hotel-management,111921,3.1,82,No,Semi-Urban
Birla Institute of Technology and Science,Punjab,Engineering,205158,2.8,47,Yes,Rural
Shiv Nadar University,Gujarat,Engineering,207617,3.0,65,Yes,Rural
Christ University,Maharashtra,Engineering,100187,3.3,79,No,Rural
SRM Institute of Science and Technology,Uttar Pradesh,Management,136406,4.7,76,No,Semi-Urban
Delhi Technological University,Rajasthan,Science,67083,4.2,79,Yes,Urban
Narsee Monjee Institute of Management Studies,Gujarat,Management,61800,2.6,87,Yes,Urban
National Institute of Technology Trichy,Punjab,Management,95404,4.9,79,No,Urban
Jamia Millia Islamia,Bihar,Science,262286,3.2,42,Yes,Rural
Indian Institute of Management Ahmedabad,Bihar,Management,473655,2.7,47,Yes,Semi-Urban
Indian Institute of Science,Tamil Nadu,Arts,272210,3.9,93,No,Rural
Anna University,Odisha,Medical,224737,4.6,84,No,Semi-Urban
Indian Institute of Management Ahmedabad,Haryana,Science,402883,3.6,95,Yes,Semi-Urban
Vellore Institute of Technology,Punjab,Medical,82180,2.8,87,Yes,Urban
Banaras Hindu University,Delhi,Commerce,428627,4.3,59,No,Rural
Amity University,West Bengal,Arts,143764,3.1,95,No,Rural
Birla Institute of Technology and Science,Haryana,Science,318942,4.1,43,Yes,Rural
University of Delhi,Haryana,Management,487586,2.7,68,Yes,Urban
University of Delhi,Rajasthan,Arts,486901,4.1,79,Yes,Urban
Birla Institute of Technology and Science,Uttar Pradesh,Pharmacy,230477,2.8,95,Yes,Rural
Symbiosis Institute of Business Management,Bihar,Science,472402,3.1,54,No,Urban
Delhi Technological University,Delhi,Engineering,494490,4.7,80,Yes,Semi-Urban
National Institute of Technology Trichy,Maharashtra,Science,438126,5.0,55,Yes,Semi-Urban
National Institute of Technology Trichy,Uttar Pradesh,Pharmacy,314517,3.9,47,Yes,Rural
Delhi Technological University,Assam,Medical,269270,4.5,86,Yes,Urban
Birla Institute of Technology and Science,West Bengal,Science,328838,3.9,85,Yes,Semi-Urban
Shiv Nadar University,Bihar,Commerce,100801,4.7,95,Yes,Rural
Anna University,Odisha,Medical,311176,3.1,84,No,Rural
Delhi Technological University,Punjab,Management,219966,3.7,90,No,Urban
National Institute of Technology Trichy,Bihar,Medical,241007,2.8,87,Yes,Semi-Urban
Birla Institute of Technology and Science,Uttar Pradesh,Arts,97834,3.2,43,No,Rural
Symbiosis Institute of Business Management,Tamil Nadu,Arts,228755,4.0,59,Yes,Urban
Ashoka University,Assam,Pharmacy,51471,2.9,74,No,Rural
Delhi Technological University,Rajasthan,Medical,319039,4.2,48,No,Rural
Narsee Monjee Institute of Management Studies,West Bengal,Pharmacy,352092,5.0,61,Yes,Urban
Anna University,Rajasthan,Arts,134254,4.7,45,Yes,Urban
Symbiosis Institute of Business Management,Madhya Pradesh,Engineering,258268,3.2,40,No,Rural
National Institute of Technology Trichy,Gujarat,Pharmacy,207597,4.9,60,Yes,Rural
Vellore Institute of Technology,Karnataka,Management,391451,3.7,95,Yes,Semi-Urban
Jamia Millia Islamia,Andhra Pradesh,Management,395125,3.2,82,No,Urban
Symbiosis Institute of Business Management,Maharashtra,Hotel-management,374789,4.7,89,Yes,Semi-Urban
Anna University,Karnataka,Science,218528,4.5,83,Yes,Urban
Ashoka University,Madhya Pradesh,Medical,65813,2.5,55,No,Semi-Urban
Christ University,Maharashtra,Management,428698,4.3,69,No,Rural
Jamia Millia Islamia,Maharashtra,Science,254559,4.6,68,Yes,Urban
Anna University,Bihar,Hotel-management,171514,2.9,46,No,Rural
Shiv Nadar University,Gujarat,Medical,418173,4.2,42,Yes,Urban
Ashoka University,Haryana,Medical,314346,3.8,55,Yes,Semi-Urban
Shiv Nadar University,Rajasthan,Hotel-management,294110,2.8,43,Yes,Rural
Banaras Hindu University,Tamil Nadu,Medical,224172,4.8,98,No,Urban
Ashoka University,Tamil Nadu,Hotel-management,125757,3.9,72,No,Urban
Vellore Institute of Technology,Uttar Pradesh,Arts,125207,4.7,71,Yes,Semi-Urban
Jadavpur University,Bihar,Arts,286776,2.7,59,No,Urban
Banaras Hindu University,West Bengal,Medical,441536,4.2,89,Yes,Rural
Shiv Nadar University,Delhi,Medical,65343,2.5,89,No,Rural
Narsee Monjee Institute of Management Studies,Tamil Nadu,Commerce,497473,2.8,82,No,Semi-Urban
Vellore Institute of Technology,Rajasthan,Pharmacy,355096,3.0,90,Yes,Urban
Jadavpur University,Tamil Nadu,Commerce,165293,4.1,40,No,Rural
Narsee Monjee Institute of Management Studies,Odisha,Engineering,99560,5.0,55,No,Urban
University of Delhi,Rajasthan,Engineering,121107,3.4,89,Yes,Semi-Urban
Indian Institute of Science,Rajasthan,Pharmacy,191295,2.6,70,No,Rural
Vellore Institute of Technology,Uttar Pradesh,Hotel-management,227446,2.5,63,No,Urban
Ashoka University,Karnataka,Management,435707,2.7,58,No,Rural
Indian Institute of Technology Bombay,Madhya Pradesh,Medical,283232,3.5,82,No,Urban
Banaras Hindu University,Delhi,Arts,55243,2.9,91,No,Rural
Birla Institute of Technology and Science,Haryana,Science,285272,3.6,78,No,Urban
University of Delhi,Maharashtra,Medical,144431,4.0,79,Yes,Semi-Urban
Indian Institute of Technology Bombay,Gujarat,Arts,371538,2.5,57,Yes,Semi-Urban
Indian Institute of Management Ahmedabad,Madhya Pradesh,Medical,490124,3.7,68,Yes,Urban
SRM Institute of Science and Technology,Madhya Pradesh,Medical,345697,2.8,52,No,Semi-Urban
Vellore Institute of Technology,Delhi,Management,403454,2.7,91,Yes,Semi-Urban
National Institute of Technology Trichy,Rajasthan,Medical,403575,2.8,87,No,Semi-Urban
SRM Institute of Science and Technology,Assam,Pharmacy,373474,4.7,66,Yes,Rural
Narsee Monjee Institute of Management Studies,Punjab,Hotel-management,318586,4.0,82,No,Semi-Urban
Jamia Millia Islamia,Punjab,Management,332497,4.4,69,Yes,Urban
Indian Institute of Management Ahmedabad,West Bengal,Medical,302597,4.8,83,No,Semi-Urban
Manipal Institute of Technology,Karnataka,Management,438205,2.5,85,No,Rural
SRM Institute of Science and Technology,Odisha,Commerce,84049,3.1,82,Yes,Rural
Delhi Technological University,Tamil Nadu,Pharmacy,90581,3.0,40,No,Urban
Indian Institute of Science,Odisha,Pharmacy,136214,2.7,56,No,Urban
Banaras Hindu University,Assam,Hotel-management,317248,4.3,72,No,Semi-Urban
Vellore Institute of Technology,Bihar,Arts,147501,3.1,50,No,Semi-Urban
Shiv Nadar University,Rajasthan,Arts,397023,3.9,95,Yes,Semi-Urban
Delhi Technological University,Gujarat,Management,436729,3.3,45,Yes,Urban
Jadavpur University,Assam,Commerce,119541,4.3,93,No,Rural
Symbiosis Institute of Business Management,Andhra Pradesh,Management,459061,3.6,86,No,Semi-Urban
SRM Institute of Science and Technology,Odisha,Hotel-management,109022,2.6,55,Yes,Rural
Delhi Technological University,Haryana,Medical,149909,3.2,91,No,Urban
Birla Institute of Technology and Science,Tamil Nadu,Management,77863,3.6,60,Yes,Urban
Jadavpur University,Maharashtra,Management,491472,2.8,60,No,Semi-Urban
Indian Institute of Science,Assam,Engineering,211618,4.3,84,No,Semi-Urban
Christ University,Delhi,Medical,180691,3.6,63,No,Urban
Indian Institute of Technology Bombay,Maharashtra,Pharmacy,214728,4.2,42,Yes,Rural
Indian Institute of Science,Bihar,Management,448377,3.0,68,Yes,Rural
Banaras Hindu University,Uttar Pradesh,Arts,427071,4.0,54,No,Rural
Banaras Hindu University,Odisha,Medical,277902,2.6,80,Yes,Rural
Christ University,Maharashtra,Arts,80755,3.2,85,Yes,Urban
Indian Institute of Management Ahmedabad,Karnataka,Arts,299046,2.7,63,No,Rural
Indian Institute of Technology Bombay,West Bengal,Management,118520,3.8,62,No,Urban
SRM Institute of Science and Technology,West Bengal,Medical,431599,3.6,67,No,Rural
Symbiosis Institute of Business Management,West Bengal,Hotel-management,426657,4.0,65,Yes,Semi-Urban
Birla Institute of Technology and Science,Punjab,Commerce,103852,2.8,81,Yes,Rural
University of Delhi,Andhra Pradesh,Science,118965,3.4,67,Yes,Rural
Indian Institute of Management Ahmedabad,Assam,Arts,75091,3.0,70,No,Semi-Urban
Shiv Nadar University,Andhra Pradesh,Pharmacy,333043,4.5,70,No,Rural
Delhi Technological University,Haryana,Engineering,415055,4.8,49,No,Urban
Indian Institute of Science,Haryana,Management,204979,3.2,53,No,Rural
Symbiosis Institute of Business Management,Bihar,Management,111686,4.8,63,No,Urban
Vellore Institute of Technology,Uttar Pradesh,Medical,461218,3.8,58,Yes,Rural
Narsee Monjee Institute of Management Studies,Haryana,Pharmacy,277699,3.9,83,Yes,Urban
SRM Institute of Science and Technology,Haryana,Management,422605,3.1,50,Yes,Urban
Manipal Institute of Technology,Karnataka,Arts,439855,4.8,89,Yes,Urban
Anna University,Gujarat,Pharmacy,370398,3.2,58,No,Semi-Urban
Delhi Technological University,Tamil Nadu,Medical,365755,4.7,44,Yes,Urban
Narsee Monjee Institute of Management Studies,Tamil Nadu,Hotel-management,387793,3.6,58,No,Semi-Urban
University of Delhi,Rajasthan,Hotel-management,250853,4.9,64,No,Rural
Symbiosis Institute of Business Management,Bihar,Medical,298888,4.9,48,Yes,Semi-Urban
Vellore Institute of Technology,Maharashtra,Medical,457759,4.5,96,Yes,Rural
Indian Institute of Management Ahmedabad,Madhya Pradesh,Engineering,434971,3.1,47,No,Urban
Indian Institute of Science,Bihar,Commerce,285147,3.1,53,No,Semi-Urban
Delhi Technological University,Gujarat,Hotel-management,348260,2.6,83,Yes,Rural
Manipal Institute of Technology,Gujarat,Commerce,170471,4.2,72,Yes,Semi-Urban
Manipal Institute of Technology,Rajasthan,Pharmacy,399929,3.6,81,Yes,Rural
Banaras Hindu University,Tamil Nadu,Hotel-management,436976,2.6,59,No,Rural
Christ University,Rajasthan,Pharmacy,103605,3.8,64,No,Semi-Urban
National Institute of Technology Trichy,Assam,Arts,420452,3.8,77,No,Urban
Indian Institute of Science,Karnataka,Pharmacy,437439,2.5,46,Yes,Semi-Urban
Birla Institute of Technology and Science,Odisha,Medical,157151,4.8,47,Yes,Semi-Urban
Indian Institute of Management Ahmedabad,Uttar Pradesh,Engineering,444962,4.9,59,No,Semi-Urban
Christ University,Haryana,Management,333948,3.0,84,Yes,Semi-Urban
Narsee Monjee Institute of Management Studies,Bihar,Engineering,365473,2.9,77,No,Rural
Christ University,Tamil Nadu,Medical,492071,2.8,41,Yes,Urban
Jamia Millia Islamia,Bihar,Pharmacy,349677,4.1,87,Yes,Semi-Urban
Indian Institute of Science,Maharashtra,Arts,434675,4.3,94,Yes,Rural
University of Delhi,Andhra Pradesh,Medical,416031,3.5,45,Yes,Semi-Urban
Christ University,Assam,Management,381104,5.0,74,No,Urban
Birla Institute of Technology and Science,Gujarat,Engineering,150720,2.9,75,No,Rural
Birla Institute of Technology and Science,Bihar,Arts,362989,3.2,74,Yes,Urban
Christ University,Odisha,Pharmacy,395540,2.7,60,Yes,Semi-Urban
Symbiosis Institute of Business Management,Punjab,Commerce,497837,4.6,92,No,Urban
Vellore Institute of Technology,Bihar,Management,429495,4.3,63,Yes,Semi-Urban
University of Delhi,Delhi,Pharmacy,253566,3.2,96,Yes,Rural
Symbiosis Institute of Business Management,West Bengal,Medical,301535,4.7,42,Yes,Rural
Ashoka University,Odisha,Hotel-management,248951,2.7,64,Yes,Semi-Urban
SRM Institute of Science and Technology,Karnataka,Science,166141,5.0,93,No,Rural
Indian Institute of Management Ahmedabad,Delhi,Medical,57418,4.3,57,No,Rural
Delhi Technological University,Karnataka,Medical,93122,2.6,57,No,Semi-Urban
Christ University,Andhra Pradesh,Commerce,247675,3.0,70,Yes,Rural
Manipal Institute of Technology,West Bengal,Commerce,448179,3.8,80,Yes,Urban
Shiv Nadar University,Maharashtra,Engineering,489282,3.9,41,No,Urban
Narsee Monjee Institute of Management Studies,Punjab,Arts,470576,3.2,83,Yes,Rural
Indian Institute of Management Ahmedabad,Madhya Pradesh,Commerce,273140,3.7,78,Yes,Rural
